#{"t_start": 1725487325.1343808, "env_id": "CartPole-v1"}
r,l,t3500.0,500,22.88051
500.0,500,23.961695
471.0,471,24.337041
144.0,144,24.450552
170.0,170,24.587604
500.0,500,47.340937
500.0,500,48.480708
500.0,500,48.908566
500.0,500,49.341516
500.0,500,49.750287
500.0,500,70.877476
274.0,274,71.799599
500.0,500,72.196269
338.0,338,72.467522
285.0,285,72.693493
500.0,500,94.701057
500.0,500,95.827118
500.0,500,96.22417
500.0,500,96.61755
500.0,500,97.008004
500.0,500,118.835603
500.0,500,119.921846
500.0,500,120.325009
500.0,500,120.752041
500.0,500,121.187621
500.0,500,142.656023
500.0,500,143.770322
500.0,500,144.20034
500.0,500,144.661758
500.0,500,145.080972
500.0,500,167.273599
500.0,500,168.39832
500.0,500,168.818059
500.0,500,169.249179
500.0,500,169.694391
500.0,500,190.622796
500.0,500,191.71142
500.0,500,192.10609
500.0,500,192.499142
500.0,500,192.888681
500.0,500,212.079152
500.0,500,213.150225
500.0,500,213.549122
500.0,500,213.948393
500.0,500,214.351971
500.0,500,235.033672
500.0,500,236.113164
500.0,500,236.518285
500.0,500,236.923125
500.0,500,237.324866
500.0,500,257.706791
500.0,500,258.776213
500.0,500,259.17277
500.0,500,259.570179
500.0,500,259.96682
500.0,500,280.694319
500.0,500,281.781058
500.0,500,282.185403
500.0,500,282.591195
500.0,500,282.994149
500.0,500,303.818798
500.0,500,304.945863
500.0,500,305.35861
500.0,500,305.766659
500.0,500,306.169666
500.0,500,326.916764
500.0,500,328.022318
500.0,500,328.436129
500.0,500,328.846582
500.0,500,329.25178
500.0,500,349.646851
500.0,500,350.739146
500.0,500,351.159061
500.0,500,351.596911
500.0,500,352.013861
500.0,500,373.132108
500.0,500,374.253698
500.0,500,374.656349
500.0,500,375.05578
500.0,500,375.449274
500.0,500,396.066312
500.0,500,397.172916
500.0,500,397.611592
500.0,500,398.034163
500.0,500,398.438473
500.0,500,418.149663
500.0,500,419.265775
500.0,500,419.702701
500.0,500,420.12922
500.0,500,420.540351
500.0,500,441.606189
500.0,500,442.698622
500.0,500,443.139367
500.0,500,443.54803
500.0,500,443.950075
500.0,500,464.644158
500.0,500,465.735266
500.0,500,466.149493
500.0,500,466.563671
500.0,500,466.974936
500.0,500,487.759295
500.0,500,488.877593
500.0,500,489.308678
500.0,500,489.738546
500.0,500,490.160815
500.0,500,511.194335
500.0,500,512.294502
500.0,500,512.716815
500.0,500,513.142111
500.0,500,513.557229
500.0,500,534.432884
500.0,500,535.523809
500.0,500,535.963049
500.0,500,536.398529
500.0,500,536.802008
500.0,500,557.234661
500.0,500,558.345235
500.0,500,558.756222
500.0,500,559.164751
500.0,500,559.569622
500.0,500,579.932605
500.0,500,581.088232
500.0,500,581.527758
500.0,500,581.956933
500.0,500,582.362872
500.0,500,601.893332
500.0,500,603.001341
500.0,500,603.441065
500.0,500,603.875718
500.0,500,604.32393
500.0,500,625.237097
500.0,500,626.330498
500.0,500,626.743563
500.0,500,627.160973
500.0,500,627.567749
500.0,500,648.541009
500.0,500,649.655951
500.0,500,650.052833
500.0,500,650.474407
500.0,500,650.868474
500.0,500,671.377277
500.0,500,672.515834
500.0,500,672.949294
500.0,500,673.383167
500.0,500,673.789025
500.0,500,694.508875
500.0,500,695.631192
500.0,500,696.039974
500.0,500,696.447096
500.0,500,696.846457
56.0,56,11.657365
26.0,26,11.691423
18.0,18,11.71537
50.0,50,11.780693
43.0,43,11.837678
32.0,32,11.881657
48.0,48,11.947772
88.0,88,12.06912
129.0,129,12.235477
22.0,22,12.264662
12.0,12,12.28042
57.0,57,12.354846
38.0,38,12.403652
16.0,16,12.427191
23.0,23,12.457713
24.0,24,12.490272
56.0,56,12.565962
30.0,30,12.605092
16.0,16,12.626657
15.0,15,12.647846
40.0,40,12.704246
15.0,15,12.724401
33.0,33,12.767234
28.0,28,12.803364
22.0,22,12.833033
30.0,30,12.872904
98.0,98,13.043484
113.0,113,14.851911
69.0,69,14.968384
61.0,61,15.045109
144.0,144,15.227688
94.0,94,15.345171
26.0,26,15.378189
57.0,57,15.478857
88.0,88,15.60366
128.0,128,15.82185
105.0,105,16.022382
20.0,20,16.054641
102.0,102,16.199522
111.0,111,16.353904
59.0,59,16.448719
71.0,71,16.574382
42.0,42,16.639648
35.0,35,16.686472
32.0,32,16.729675
95.0,95,16.856679
103.0,103,16.996192
28.0,28,17.033884
201.0,201,17.336437
19.0,19,17.360806
74.0,74,17.455601
27.0,27,17.490784
109.0,109,17.639341
33.0,33,17.681127
116.0,116,18.997266
74.0,74,19.109383
110.0,110,19.261607
134.0,134,19.429112
119.0,119,19.589193
85.0,85,19.706594
121.0,121,19.862693
23.0,23,19.891011
83.0,83,19.998738
51.0,51,20.061385
288.0,288,20.462769
19.0,19,20.491405
39.0,39,20.561354
29.0,29,20.611147
91.0,91,20.76165
97.0,97,20.913757
37.0,37,20.960979
132.0,132,21.160132
62.0,62,21.260947
74.0,74,21.372745
91.0,91,24.64889
68.0,68,24.745403
37.0,37,24.798693
120.0,120,26.218692
93.0,93,26.336177
199.0,199,26.592896
166.0,166,26.818278
139.0,139,27.018835
207.0,207,27.337272
146.0,146,27.551577
28.0,28,27.592329
194.0,194,27.877482
50.0,50,27.969007
200.0,200,28.27328
184.0,184,28.534349
233.0,233,28.907003
181.0,181,29.143924
134.0,134,30.615483
500.0,500,31.239993
258.0,258,31.563358
311.0,311,31.952396
133.0,133,32.124243
164.0,164,32.340679
328.0,328,32.767629
98.0,98,32.897316
205.0,205,34.662901
208.0,208,35.091694
106.0,106,35.279597
221.0,221,35.738558
500.0,500,36.494319
389.0,389,37.145973
345.0,345,37.710368
500.0,500,39.763392
434.0,434,40.422468
197.0,197,40.710255
268.0,268,41.177043
288.0,288,41.625673
246.0,246,42.012143
367.0,367,43.861708
274.0,274,44.241185
131.0,131,44.42976
333.0,333,44.899637
268.0,268,45.276731
276.0,276,45.661449
179.0,179,45.925879
112.0,112,49.833198
272.0,272,50.195885
310.0,310,51.812163
500.0,500,52.491608
459.0,459,53.090778
500.0,500,53.747446
414.0,414,54.296951
113.0,113,55.668018
245.0,245,55.984473
500.0,500,56.627739
500.0,500,57.27346
240.0,240,57.592984
393.0,393,58.107582
471.0,471,59.866044
500.0,500,60.512738
186.0,186,60.750742
500.0,500,61.402752
